,command_address,response_address,command_memory,response_memory,command_memory_count,response_memory_count,comm_read_function,comm_write_fun,resp_read_fun,resp_write_fun,sub_function,command_length,resp_length,HH,'H','L',LL,control_mode,control_scheme,pump,crc_rate,measurement,time,result
10,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
11,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
12,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,1.91017832008622e-38,1.19,b'0'
13,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
14,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
15,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,1.96181785005474e-44,1.15,b'0'
16,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
17,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
18,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,8.26519465421921e-40,1.22,b'0'
19,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
20,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,6.3136903608619e-41,1.25,b'0'
21,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
22,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,9.80908925027372e-45,1.28,b'0'
23,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
24,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
25,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
26,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
27,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,5.51012976947947e-40,1.19,b'0'
28,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
29,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,3.44383110592467e-41,1.11,b'0'
30,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
31,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
32,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
33,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,3.94430452610506e-31,1.04,b'0'
34,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,7.3468396926393e-40,1.05,b'0'
35,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
36,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,1.96181785005474e-44,1.29,b'0'
37,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
38,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
39,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,1.0,1.0,0.0,1.01,b'7'
40,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
41,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,1.57772181044202e-30,1.05,b'0'
42,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,3.2412033479833e-42,1.06,b'0'
43,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
44,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
45,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
46,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
47,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
48,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
49,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,2.80259692864963e-45,1.02,b'0'
50,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
51,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,9.18354961579912e-40,1.05,b'0'
52,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
53,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
54,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
55,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,2.20405190779179e-38,1.14,b'0'
56,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,2.24207754291971e-44,1.12,b'0'
57,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
58,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
59,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,6.88766221184934e-41,1.07,b'0'
60,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
61,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
62,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
63,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
64,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,2.01786978862774e-43,1.03,b'0'
65,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
66,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
67,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
68,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
69,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
70,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
71,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
72,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,1.50463276905253e-36,1.23,b'0'
73,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,2.48264406893667e-35,1.08,b'0'
74,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,4.60612410417425e-40,1.27,b'0'
75,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
76,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,6.3136903608619e-41,1.02,b'0'
77,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
78,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
79,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,6.42848473105938e-40,1.1,b'0'
80,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
81,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,2.10194769648723e-44,1.28,b'0'
82,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
83,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,6.31099557532747e-30,1.13,b'0'
84,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
85,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,9.62964972193618e-35,1.17,b'0'
86,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
87,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
88,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
89,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,2.40741243048404e-35,1.25,b'0'
90,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
91,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,8.03560591382423e-41,1.04,b'0'
92,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
93,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
94,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
95,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
96,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
97,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
98,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
99,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
100,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,7.46163406283679e-41,1.02,b'0'
101,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,5.16574665888701e-41,1.23,b'0'
102,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,-2.70184860038197e-29,1.0,b'7'
103,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
104,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
105,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
106,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
107,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
108,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
109,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
110,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,2.0,1.0,0.0,1.0,34.2073974609375,1.14,b'0'
111,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,2.0,1.0,0.0,1.0,34.2038421630859,1.26,b'0'
112,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,2.0,1.0,0.0,1.0,34.2011795043945,1.19,b'0'
113,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,2.0,1.0,0.0,1.0,34.1985130310059,1.07,b'0'
114,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,2.0,1.0,0.0,1.0,34.1958465576172,1.25,b'0'
115,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,2.0,1.0,0.0,1.0,34.1922950744629,1.29,b'0'
116,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,2.0,1.0,0.0,1.0,34.1896286010742,1.2,b'0'
117,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,2.0,1.0,0.0,1.0,34.1860771179199,1.02,b'0'
118,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,2.0,1.0,0.0,1.0,34.1842994689941,1.19,b'0'
119,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,2.0,1.0,0.0,1.0,34.1816368103027,1.17,b'0'
120,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,2.0,1.0,0.0,1.0,33.9315643310547,1.21,b'0'
121,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
122,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
123,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
124,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
125,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
126,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
127,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,4.8748916015029e-10,1.18,b'0'
128,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
129,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,1.83682202703697e-40,1.12,b'0'
130,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
131,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,1.40129846432482e-45,1.14,b'0'
132,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
133,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
134,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
